date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:53	2347/2347	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202025%2010:03:43%20GMT	https://towasales.in/wp-content/litespeed/css/ef981470520e9481a81cc40328a936b3.css?ver=936b3	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/css/ef981470520e9481a81cc40328a936b3ec8f.css	(from https://towasales.in/)
15:33:54	11205/11205	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:03:53%20GMT	https://towasales.in/wp-json/wp/v2/pages/8	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/wp/v2/pages/8.json	(from https://towasales.in/)
15:33:54	114689/114689	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202025%2010:03:43%20GMT	https://towasales.in/wp-content/litespeed/css/39fffd1006d1c425ab83a90aa6303f4e.css?ver=03f4e	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/css/39fffd1006d1c425ab83a90aa6303f4e65b5.css	(from https://towasales.in/)
15:33:56	787/787	---M--	200	added ('OK')	text/xml	date:Thu,%2030%20Jan%202025%2010:03:55%20GMT	https://towasales.in/xmlrpc.php?rsd	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/xmlrpc0db0.php	(from https://towasales.in/)
15:33:56	2293/2293	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:03:56%20GMT	https://towasales.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftowasales.in%2F	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/oembed/1.0/embed2d5e.json	(from https://towasales.in/)
15:33:57	2489/2489	---MC-	200	added ('OK')	text/xml	date:Thu,%2030%20Jan%202025%2010:03:57%20GMT	https://towasales.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftowasales.in%2F&format=xml	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/oembed/1.0/embed0c77	(from https://towasales.in/)
15:33:57	255874/255874	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:03:55%20GMT	https://towasales.in/wp-json/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/index.html	(from https://towasales.in/)
15:33:57	3816/3816	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2008:58:35%20GMT	https://towasales.in/wp-content/uploads/2023/07/favicon.png	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/uploads/2023/07/favicon.png	(from https://towasales.in/)
15:33:59	63512/63512	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:03:58%20GMT	https://towasales.in/product-categories/operating-microscope/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/operating-microscope/index.html	(from https://towasales.in/)
15:33:59	64682/64682	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:03:58%20GMT	https://towasales.in/about-us/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/about-us/index.html	(from https://towasales.in/)
15:34:00	89795/89795	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2022:02:48%20GMT	https://towasales.in/wp-content/themes/towa/assets/jquery.min.js	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/themes/towa/assets/jquery.min.js	(from https://towasales.in/)
15:34:01	62245/62245	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:03:59%20GMT	https://towasales.in/product-categories/mobile-slitlamp/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/mobile-slitlamp/index.html	(from https://towasales.in/)
15:34:01	65621/65621	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:00%20GMT	https://towasales.in/product-categories/slit-lamp/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/slit-lamp/index.html	(from https://towasales.in/)
15:34:02	81455/81455	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:00%20GMT	https://towasales.in/wp-content/litespeed/js/6610e5877f2d207928890cb2e6fd6009.js?ver=d6009	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/6610e5877f2d207928890cb2e6fd6009fe38.js	(from https://towasales.in/)
15:34:03	62177/62177	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:01%20GMT	https://towasales.in/product-categories/applanation-tonometer/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/applanation-tonometer/index.html	(from https://towasales.in/)
15:34:03	62048/62048	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:01%20GMT	https://towasales.in/product-categories/digital-imaging-system/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/digital-imaging-system/index.html	(from https://towasales.in/)
15:34:04	44344/44344	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:02%20GMT	https://towasales.in/wp-content/litespeed/js/57090809e0af627e7eea2e87dddf2523.js?ver=f2523	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/57090809e0af627e7eea2e87dddf25235d64.js	(from https://towasales.in/)
15:34:04	62314/62314	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:03%20GMT	https://towasales.in/product-categories/eye-cam-digital-camera-image-filing-sw/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/eye-cam-digital-camera-image-filing-sw/index.html	(from https://towasales.in/)
15:34:04	61973/61973	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:03%20GMT	https://towasales.in/product-categories/contrast-glaretester/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/contrast-glaretester/index.html	(from https://towasales.in/)
15:34:04	2260/2260	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:04%20GMT	https://towasales.in/wp-content/litespeed/js/8bd725e49461129c6c641ab9fc52c9af.js?ver=2c9af	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/8bd725e49461129c6c641ab9fc52c9af7563.js	(from https://towasales.in/)
15:34:05	61945/61945	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:04%20GMT	https://towasales.in/product-categories/soft-noncontact-tonometer/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/soft-noncontact-tonometer/index.html	(from https://towasales.in/)
15:34:05	61722/61722	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:05%20GMT	https://towasales.in/product-categories/autorefractor-keratometer/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/autorefractor-keratometer/index.html	(from https://towasales.in/)
15:34:06	63122/63122	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:05%20GMT	https://towasales.in/product-categories/hand-held-autorefractor-keratometer/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/hand-held-autorefractor-keratometer/index.html	(from https://towasales.in/)
15:34:06	4778/4778	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:05%20GMT	https://towasales.in/wp-content/litespeed/js/39e6fdb2595bcc02b91386cd54d06b58.js?ver=06b58	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/39e6fdb2595bcc02b91386cd54d06b58260f.js	(from https://towasales.in/)
15:34:06	62877/62877	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:06%20GMT	https://towasales.in/product-categories/hand-held-auto-refractometer/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/hand-held-auto-refractometer/index.html	(from https://towasales.in/)
15:34:06	62193/62193	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:06%20GMT	https://towasales.in/product-categories/slitlamp-visionix/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/slitlamp-visionix/index.html	(from https://towasales.in/)
15:34:07	9143/9143	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:06%20GMT	https://towasales.in/wp-content/litespeed/js/e40c5f6b91a66d0ba5570c6433e49b26.js?ver=49b26	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/e40c5f6b91a66d0ba5570c6433e49b262d52.js	(from https://towasales.in/)
15:34:07	62834/62834	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:06%20GMT	https://towasales.in/product-categories/indirect-ophthalmoscope/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/indirect-ophthalmoscope/index.html	(from https://towasales.in/)
15:34:07	62510/62510	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:07%20GMT	https://towasales.in/product-categories/indirect-ophthalmoscope-with-camera/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/indirect-ophthalmoscope-with-camera/index.html	(from https://towasales.in/)
15:34:07	12513/12513	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:07%20GMT	https://towasales.in/wp-content/litespeed/js/bcf1b908a36ff5ecdbbbe9bcd4021ee9.js?ver=21ee9	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/bcf1b908a36ff5ecdbbbe9bcd4021ee984a3.js	(from https://towasales.in/)
15:34:08	64267/64267	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:07%20GMT	https://towasales.in/product-categories/binocular-loupes/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/binocular-loupes/index.html	(from https://towasales.in/)
15:34:08	70216/70216	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:08%20GMT	https://towasales.in/product-categories/direct-ophthalmoscopes/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/direct-ophthalmoscopes/index.html	(from https://towasales.in/)
15:34:08	13453/13453	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:08%20GMT	https://towasales.in/wp-content/litespeed/js/6b324f76913c6aa8627494c359632460.js?ver=32460	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/6b324f76913c6aa8627494c359632460bad2.js	(from https://towasales.in/)
15:34:09	71081/71081	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:08%20GMT	https://towasales.in/product-categories/retinoscopes/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/retinoscopes/index.html	(from https://towasales.in/)
15:34:09	64797/64797	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:09%20GMT	https://towasales.in/product-categories/contact-lens-inspection-instruments/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/contact-lens-inspection-instruments/index.html	(from https://towasales.in/)
15:34:10	63172/63172	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:09%20GMT	https://towasales.in/product-categories/aspherical-lens/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/aspherical-lens/index.html	(from https://towasales.in/)
15:34:10	1400/1400	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2010:04:09%20GMT	https://towasales.in/wp-content/litespeed/js/3c924762bd91487011c334299d63d5ce.js?ver=3d5ce	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/litespeed/js/3c924762bd91487011c334299d63d5ceec76.js	(from https://towasales.in/)
15:34:10	62420/62420	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:10%20GMT	https://towasales.in/product-categories/phaco-machine/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/phaco-machine/index.html	(from https://towasales.in/)
15:34:11	62789/62789	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:10%20GMT	https://towasales.in/product-categories/advanced-vitrectomy-equipment/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/advanced-vitrectomy-equipment/index.html	(from https://towasales.in/)
15:34:11	65321/65321	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:10%20GMT	https://towasales.in/distributors/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/distributors/index.html	(from https://towasales.in/)
15:34:12	973/973	---MC-	200	added ('OK')	text/javascript	date:Thu,%2030%20Jan%202025%2010:04:11%20GMT	https://www.google.com/recaptcha/api.js?hl=en_US&onload=recaptchaCallback&render=explicit&ver=2.0	D:/Projects/Client/PhotoVision/PhotoVision/www.google.com/recaptcha/apidba9.js	(from https://towasales.in/)
15:34:12	59254/59254	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:11%20GMT	https://towasales.in/careers/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/careers/index.html	(from https://towasales.in/)
15:34:14	59462/59462	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:11%20GMT	https://towasales.in/contact-us/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/contact-us/index.html	(from https://towasales.in/)
15:34:16	66535/66535	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:13%20GMT	https://towasales.in/our-products/om-19/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/om-19/index.html	(from https://towasales.in/)
15:34:17	65216/65216	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:14%20GMT	https://towasales.in/our-products/bls-1-bls-2-bls-3-bld-3/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/bls-1-bls-2-bls-3-bld-3/index.html	(from https://towasales.in/)
15:34:18	63178/63178	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:15%20GMT	https://towasales.in/our-products/r-evolution-cr/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/r-evolution-cr/index.html	(from https://towasales.in/)
15:34:19	62132/62132	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:16%20GMT	https://towasales.in/our-products/14d/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/14d/index.html	(from https://towasales.in/)
15:34:21	63893/63893	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:18%20GMT	https://towasales.in/our-products/retinomax-kscreen/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/retinomax-kscreen/index.html	(from https://towasales.in/)
15:34:21	49442/49442	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2010:04:20%20GMT	https://towasales.in/product-categories/slitlamp/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/slitlamp/index.html	(from https://towasales.in/)
15:34:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:18%20GMT	https://towasales.in/product-categories/takagi/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/takagi/index.html	(from https://towasales.in/)
15:34:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:21%20GMT	https://towasales.in/product-categories/neitz/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/neitz/index.html	(from https://towasales.in/)
15:34:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:22%20GMT	https://towasales.in/product-categories/visionix/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/visionix/index.html	(from https://towasales.in/)
15:34:22	49442/49442	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2010:04:22%20GMT	https://towasales.in/wp-content/themes/towa/assets/owlslider/owl.video.play.png	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/themes/towa/assets/owlslider/owl.video.play.png	(from https://towasales.in/wp-content/litespeed/css/e426aa35298fb873b20e39928bbfcdf7.css?ver=fcdf7)
15:34:26	64151/64151	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:23%20GMT	https://towasales.in/our-products/bxarcled-rc-iii/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/bxarcled-rc-iii/index.html	(from https://towasales.in/)
15:34:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:22%20GMT	https://towasales.in/product-categories/righton/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/righton/index.html	(from https://towasales.in/)
15:34:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:22%20GMT	https://towasales.in/product-categories/bvi/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/bvi/index.html	(from https://towasales.in/)
15:34:26	4154/4154	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Aug%202023%2022:02:48%20GMT	https://towasales.in/wp-content/themes/towa/images/footer-bg.png	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-content/themes/towa/images/footer-bg.png	(from https://towasales.in/wp-content/litespeed/css/3080251beaca33ed232c8c6241af27b7.css?ver=f27b7)
15:34:27	12300/12300	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:04:27%20GMT	https://towasales.in/wp-json/wp/v2/pages/286	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/wp/v2/pages/286.json	(from https://towasales.in/about-us/)
15:34:28	2331/2331	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:04:27%20GMT	https://towasales.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftowasales.in%2Fabout-us%2F	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/oembed/1.0/embed1806.json	(from https://towasales.in/about-us/)
15:34:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:27%20GMT	https://towasales.in/?p=286	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/index5c97.html	(from https://towasales.in/about-us/)
15:34:29	2525/2525	---MC-	200	added ('OK')	text/xml	date:Thu,%2030%20Jan%202025%2010:04:29%20GMT	https://towasales.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftowasales.in%2Fabout-us%2F&format=xml	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/oembed/1.0/embedbe47	(from https://towasales.in/about-us/)
15:34:31	9348/9348	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:04:30%20GMT	https://towasales.in/wp-json/wp/v2/product_categories/6	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/wp/v2/product_categories/6.json	(from https://towasales.in/product-categories/operating-microscope/)
15:34:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jan%202025%2010:04:30%20GMT	https://towasales.in/our-products/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/index.html	(from https://towasales.in/product-categories/operating-microscope/)
15:34:31	7570/7570	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Jan%202025%2011:26:36%20GMT	https://towasales.in/product-categories/operating-microscope/feed/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/operating-microscope/feed/index.html	(from https://towasales.in/product-categories/operating-microscope/)
15:34:32	66280/66280	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:31%20GMT	https://towasales.in/our-products/om-6/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/om-6/index.html	(from https://towasales.in/product-categories/operating-microscope/)
15:34:33	9106/9106	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:04:31%20GMT	https://towasales.in/wp-json/wp/v2/product_categories/7	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/wp/v2/product_categories/7.json	(from https://towasales.in/product-categories/slit-lamp/)
15:34:34	13310/13310	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Jan%202025%2011:26:36%20GMT	https://towasales.in/product-categories/slit-lamp/feed/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/product-categories/slit-lamp/feed/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:34	66758/66758	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:32%20GMT	https://towasales.in/our-products/om-9/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/om-9/index.html	(from https://towasales.in/product-categories/operating-microscope/)
15:34:35	67781/67781	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:34%20GMT	https://towasales.in/our-products/700gl/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/700gl/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:35	69760/69760	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:35%20GMT	https://towasales.in/our-products/700gl-nsw/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/700gl-nsw/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:36	9473/9473	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2010:04:35%20GMT	https://towasales.in/wp-json/wp/v2/product_categories/8	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/wp-json/wp/v2/product_categories/8.json	(from https://towasales.in/product-categories/mobile-slitlamp/)
15:34:38	64201/64201	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:35%20GMT	https://towasales.in/our-products/30gl/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/30gl/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:39	64993/64993	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:36%20GMT	https://towasales.in/our-products/4zl/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/4zl/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:39	63692/63692	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:37%20GMT	https://towasales.in/our-products/2zl/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/2zl/index.html	(from https://towasales.in/product-categories/slit-lamp/)
15:34:40	63715/63715	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2010:04:38%20GMT	https://towasales.in/our-products/2zl-bg/	D:/Projects/Client/PhotoVision/PhotoVision/towasales.in/our-products/2zl-bg/index.html	(from https://towasales.in/product-categories/slit-lamp/)
